moduleCode,title,semesters,moduleCredit,prereqTree
PR2151,Applied Patient Care Skills II,"1,2",4,PR1151:D
PR2152,Gastrointestinal System: Science & Therapeutics,1,6,"{'nOf': [3, ['PR1152:D', 'PR1153:D', 'PR2156:D']]}"
PR2153,Cardiovascular System: Science & Therapeutics,1,6,"{'nOf': [3, ['PR1152:D', 'PR1153:D', 'PR2156:D']]}"
PR2154,Respiratory System: Science & Therapeutics,2,6,"{'nOf': [3, ['PR1152:D', 'PR1153:D', 'PR2156:D']]}"
PR2155,Hepatic and Renal Systems: Science & Therapeutics,2,6,"{'nOf': [3, ['PR1152:D', 'PR1153:D', 'PR2156:D']]}"
PR2156,Integumentary & Ocular Systems: Science and Therapeutics,2,4,PR1152:D
PR2288,Basic UROPS in Pharmacy I,"1,2,3,4",4,"{'or': ['PR1152:D', 'PR1110:D', 'PR1110A:D', 'PHS1110:D']}"
PR2289,Basic UROPS in Pharmacy II,"1,2,3,4",4,"{'or': ['PR1152:D', 'PR1110:D', 'PR1110A:D', 'PHS1110:D']}"
PR3150,Professional Identity and Skills Development,"1,2",4,"{'nOf': [2, ['PR2150:D', 'PR2151:D']]}"
PR3151,Infection: Optimising Prevention & Treatment,1,6,"{'nOf': [2, ['PR1153:D', 'PR2156:D']]}"
PR3152,Immune & Endocrine Systems: Science & Therapeutics,1,6,"{'nOf': [2, ['PR1153:D', 'PR2156:D']]}"
PR3153,Central Nervous System: Science & Therapeutics,2,6,"{'nOf': [2, ['PR1153:D', 'PR2156:D']]}"
PR3154,Haematological & Musculoskeletal Systems: Science & Therapeutics,2,6,"{'nOf': [2, ['PR1153:D', 'PR2156:D']]}"
PR3288,Advanced UROPS in Pharmacy I,"1,2,3,4",4,"{'or': ['PR2288:D', 'PR2289:D']}"
PR3289,Advanced UROPS in Pharmacy II,"1,2,3,4",4,"{'or': ['PR2288:D', 'PR2289:D']}"
PR3313,Undergraduate Professional Internship Programme Extended,1,12,
PR4138,Pharmacy Professional Skills Development IV,1,2,"{'nOf': [4, ['PR3137:D', 'PR3136:D', 'PR3146:D', 'PR2134:D']]}"
PR4150,Professional Identity and Skills Development IV,"1,2",4,PR3150:D
PR4151,Leading the Future of Pharmacy,2,4,PR3150:D
PR4152,Integrated Management of Multi-Morbid Patients,2,4,PR3154:D
PR4191,SCI-PhI Project,"1,2",8,"{'nOf': [2, ['PR2150:D', 'PR2151:D']]}"
PR4192,Direct Patient Care Internship,"1,2,3,4",8,PR3150:D
PR4193,Indirect and Specialty Patient Care Internship,"1,2",8,PR3150:D
PR4195,"Scientific Evaluation, Analysis and Communication",1,12,"{'nOf': [8, ['PR3116:D', 'PR3117:D', 'PR3124:D', 'PR3136:D', 'PR3137:D', 'PR3144:D', 'PR3145:D', 'PR3146:D']]}"
PR4198A,Pharmacy Internship II,1,5,"{'nOf': [5, ['PR2131:D', 'PR2133:D', 'PR2134:D', 'PR2135:D', 'PR3146:D']]}"
PR4204,Special Drug Delivery,1,4,"{'or': ['PR3117:D', 'PHS2117:D', 'PR3301:D', 'PHS3101:D']}"
PR4205,Bioorganic Principles of Medicinal Chemistry,1,4,"{'or': ['PR2115:D', 'PR2115A:D', 'PHS2115:D']}"
PR4207,Applied Pharmacokinetics and Toxicokinetics,2,4,"{'or': ['PR3106:D', 'PR3116:D', 'PHS3116:D', 'PR2155:D']}"
PR5113,Clinical Pharmacokinetics & Therapeutic Drug Monitoring,2,4,
PR5130,Advanced Pharmacotherapy I,2,2,
PR5131,Advanced Pharmacotherapy II,1,2,
PR5131A,Advanced Pharmacotherapy IIA,2,2,
PR5132,Advanced Pharmacotherapy III,1,2,
PR5132A,Advanced Pharmacotherapy IIIA,2,2,
PR5133,Advanced Pharmacotherapy in Special Populations,1,2,
PR5134,Advanced Skills in Pharmacy Practice,1,4,
PR5134A,Physical Assessment and Diagnostic Tests for Advanced Pharmacy Practice,2,2,
PR5135,Foundations in Advanced Pharmacy Practice,1,4,
PR5136,Seminar and Teaching,"1,2",4,
PR5137,Advanced Pharmacotherapy in Geriatrics,2,2,
PR5150,Ambulatory Care Clerkship,"1,2,4",5,
PR5151,Acute Care Medicine Clerkship,"1,2",5,
PR5152,Adult General Medicine Clerkship,"1,2",5,
PR5153,Critical Care Clerkship,"1,2",5,
PR5154,Drug Information Clerkship,"1,2",5,
PR5198,Graduate Seminar Course in Pharmacy,2,4,
PR5211,Pharmaceutical and Biomedical Analysis,1,4,
PR5213,Pharmaceutical Process Validation,1,4,
PR5214,Advances in Solid Pharmaceutical Formulations,1,4,
PR5216,Advances in Drug Delivery,2,4,
PR5217,Formulation Science,1,4,
PR5218,Methodologies in Product Development,2,4,
PR5219,Product Development & Quality Management,2,4,
PR5220,Bioprocess Technology,1,4,
PR5224,Pharmacoepidemiology,1,4,
PR5225,Preformulation Science,2,4,
PR5230A,Pharmacoeconomics,2,2,
PR5234A,Concepts in Pharmacogenomics,1,2,
PR5238,Advanced Community Case Studies,2,4,
PR5239,Clinical Pharmacy Research Project,"1,2",12,
PR5250,Elective Clerkship I,"1,2",5,
PR5251,Elective Clerkship II,"1,2",5,
PR5252,Elective Clerkship III,"1,2",5,
PR5253,Elective Clerkship IV,"1,2",5,
PR5299,Research Project in Pharmaceutical Innovation,"1,2",8,
PR5304,Fundamental Topics in Pharmaceutical Science,2,4,
PR5399,MPST Industry Exposure Internship,"3,4",4,
PS1101E,Introduction to Politics,"1,2",4,
PS2204,Modern Western Political Thought,2,4,
PS2237,Introduction to International Relations,1,4,
PS2238,International Politics of Northeast Asia,1,4,
PS2240,Introduction to Public Administration,1,4,
PS2244,Public Administration in Singapore,2,4,
PS2249,Government and Politics of Singapore,"1,2",4,
PS2251,The Region in the Postcolonial World,2,4,
PS2255,Politics of the Middle East,1,4,
PS2257,Contemporary African Politics,2,4,
PS2258,Introduction to Political Theory,1,4,
PS3215,Equality and Justice,2,4,
PS3225,Political Islam,2,4,
PS3232,Democratic Theory,1,4,
PS3236,Ethnicity and Religion in Asian Politics,2,4,
PS3237,Women and Politics,1,4,
PS3240,International Security,2,4,
PS3249,Singapore's Foreign Policy,2,4,
PS3251,International Organisations,2,4,PS1101E:D
PS3252,Human Rights in International Politics,1,4,
PS3257,Political Inquiry,"1,2",4,"{'or': [{'nOf': [3, ['PS%:D']]}, {'nOf': [4, ['GL%:D']]}]}"
PS3262,Managing Non-Profit Organisations,2,4,
PS3265,Civil-Military Relations,1,4,"{'or': ['PS1101E:D', 'GEK1003:D']}"
PS3271,Public Policy-Making,1,4,
PS3273,Singapore Politics in Comparative Perspective,1,4,
PS3276,Comparative Political Behaviour,1,4,
PS3311,International Ethics,1,4,
PS3312,World Orders,2,4,
PS3550,Political Science Internship,"1,2,3,4",4,"{'nOf': [6, ['PS%:D']]}"
PS3551,FASS Undergraduate Research Opportunity (UROP ),"1,2",4,"{'nOf': [6, ['PS%:D']]}"
PS3880G,Topics in PS: Research Design and Methods,4,4,
PS4201,Contemporary Political Theory,1,4,"{'or': [{'nOf': [7, ['PS%:D']]}, {'nOf': [7, ['SC%:D']]}, {'nOf': [7, ['EU%:D', 'LA%:D']]}]}"
PS4201HM,Contemporary Political Theory,1,5,"{'or': [{'nOf': [7, ['PS%:D']]}, {'nOf': [7, ['SC%:D']]}, {'nOf': [7, ['EU%:D', 'LA%:D']]}]}"
PS4203,China's Foreign Policy,1,4,"{'nOf': [7, ['PS%:D']]}"
PS4203HM,China's Foreign Policy,1,5,"{'and': [{'nOf': [7, ['PS%:D']]}, {'or': [{'nOf': [7, ['PS%:D']]}, {'nOf': [7, ['GL%:D']]}]}]}"
PS4209,Public Organisation Theory and  Practice,1,4,"{'nOf': [7, ['PS%:D']]}"
PS4209HM,Public Organisation Theory and  Practice,1,5,
PS4218,European Foreign Policy,2,4,"{'or': [{'nOf': [7, ['PS%:D']]}, {'nOf': [7, ['sc%:D']]}]}"
PS4218HM,European Foreign Policy,2,5,"{'or': [{'nOf': [7, ['PS%:D']]}, {'nOf': [7, ['SC%:D']]}, {'nOf': [7, ['GL%:D']]}, {'nOf': [7, ['PS%:D']]}, {'nOf': [7, ['SC%:D']]}]}"
PS4219,Comparative Political Thought,2,4,"{'or': [{'nOf': [7, ['PS%:D']]}, {'nOf': [7, ['SC%:D']]}]}"
PS4219HM,Comparative Political Thought,2,5,"{'or': [{'nOf': [7, ['PS%:D']]}, {'nOf': [7, ['GL%:D']]}, {'nOf': [7, ['PS%:D']]}, {'nOf': [7, ['sc%:D']]}]}"
PS4220,Rhetoric and Politics,2,4,"{'or': [{'nOf': [7, ['PS%:D']]}, {'nOf': [7, ['EL%:D', 'EN%:D']]}]}"
PS4220HM,Rhetoric and Politics,2,5,"{'or': [{'nOf': [7, ['PS%:D']]}, {'nOf': [7, ['EL%:D', 'EN%:D']]}]}"
PS4229,The Politics of Knowledge,1,4,"{'nOf': [7, ['PS%:D']]}"
PS4229HM,The Politics of Knowledge,1,5,"{'nOf': [7, ['PS%:D']]}"
PS4230,Public Sector Reforms in China,2,4,"{'or': [{'nOf': [7, ['PS%:D']]}, {'nOf': [7, ['sc%:D']]}, {'nOf': [7, ['hy%:D']]}]}"
PS4230HM,Public Sector Reforms in China,2,5,"{'or': [{'nOf': [7, ['PS%:D']]}, {'nOf': [7, ['SC%:D']]}, {'nOf': [7, ['HY%:D']]}, {'nOf': [7, ['GL%:D']]}, {'nOf': [7, ['PS%:D']]}, {'nOf': [7, ['sc%:D']]}, {'nOf': [7, ['hy%:D']]}]}"
PS4234,Identity Politics,2,4,"{'nOf': [7, ['PS%:D']]}"
PS4234HM,Identity Politics,2,5,"{'or': [{'nOf': [7, ['PS%:D']]}, {'nOf': [7, ['GL%:D']]}, {'nOf': [7, ['PS%:D']]}]}"
PS4237,Capitalism and Political Theory,2,4,"{'and': [{'nOf': [7, ['PS%:D']]}, {'or': ['PS2258:D', 'PS2204:D']}]}"
PS4237HM,Capitalism and Political Theory,2,5,"{'and': [{'nOf': [7, ['PS%:D']]}, {'or': ['PS2258:D', 'PS2204:D']}]}"
PS4308,"Economic Interest, Identities, and Voting Behavior",1,4,"{'nOf': [7, ['PS%:D']]}"
PS4308HM,"Economic Interest, Identities, and Voting Behavior",1,5,"{'nOf': [7, ['PS%:D']]}"
PS4311,International Relations in Political Thought,1,4,"{'or': [{'nOf': [7, ['PS%:D']]}, {'nOf': [7, ['EU%:D', 'LA%:D']]}]}"
PS4311HM,International Relations in Political Thought,1,5,"{'or': [{'nOf': [7, ['PS%:D']]}, {'nOf': [7, ['EU%:D', 'LA%:D']]}]}"
PS4401,Honours Thesis,"1,2",8,"{'nOf': [10, ['PS%:D']]}"
PS4401HM,Honours Thesis,"1,2",15,"{'nOf': [11, ['PS%:D']]}"
PS4660,Independent Study,"1,2",4,"{'nOf': [10, ['PS%:D']]}"
PS4660HM,Independent Study,"1,2",5,"{'nOf': [11, ['PS%:D']]}"
PS4881B,Topics in CP: Malaysian Politics,2,4,"{'or': [{'nOf': [7, ['PS%:D']]}, {'nOf': [7, ['SC%:D']]}]}"
PS4881BHM,Topics in CP: Malaysian Politics,2,5,"{'or': [{'nOf': [7, ['PS%:D']]}, {'nOf': [7, ['SC%:D']]}, 'GL%:D', {'nOf': [7, ['PS%:D']]}, {'nOf': [7, ['SC%:D']]}]}"
PS4881C,Topics in CP: The Politics of Labour and Labouring,2,4,"{'nOf': [7, ['PS%:D']]}"
PS4881CHM,Topics in CP: The Politics of Labour and Labouring,2,5,"{'or': [{'nOf': [7, ['PS%:D']]}, {'nOf': [7, ['GL%:D']]}, {'nOf': [7, ['PS%:D']]}]}"
PS4881D,Topics in CP: Money and Politics,2,4,"{'nOf': [7, ['PS%:D']]}"
PS4881DHM,Topics in CP: Money and Politics,2,5,"{'or': [{'nOf': [7, ['PS%:D']]}, {'nOf': [7, ['GL%:D']]}, {'nOf': [7, ['PS%:D']]}]}"
PS4881G,Topics in CP: Politics of the Korean Peninsula,1,4,"{'nOf': [7, ['PS%:D']]}"
PS4881GHM,Topics in CP: Politics of the Korean Peninsula,1,5,"{'or': [{'nOf': [7, ['PS%:D']]}, {'nOf': [7, ['GL%:D']]}, {'nOf': [7, ['PS%:D']]}]}"
PS4882A,"Topics in IR: Globalisation, Security and the State",1,4,"{'or': [{'nOf': [7, ['PS%:D']]}, {'nOf': [7, ['SC%:D']]}]}"
PS4882AHM,"Topics in IR: Globalisation, Security and the State",1,5,"{'or': [{'nOf': [7, ['PS%:D']]}, {'nOf': [7, ['SC%:D']]}, {'nOf': [7, ['PS%:D']]}, {'nOf': [7, ['SC%:D']]}, {'nOf': [7, ['GL%:D']]}]}"
PS4882D,Topics in IR: Politics of Global Migration,1,4,"{'nOf': [7, ['PS%:D']]}"
PS4882DHM,Topics in IR: Politics of Global Migration,1,5,"{'or': [{'nOf': [7, ['PS%:D']]}, {'nOf': [7, ['GL%:D']]}, {'nOf': [7, ['PS%:D']]}]}"
PS4882H,Topics in IR: Food Politics,2,4,"{'nOf': [7, ['PS%:D']]}"
PS4882HHM,Topics in IR: Food Politics,2,5,
PS4883A,Topics in PT: Orientalism and Femininity,2,4,"{'or': [{'nOf': [7, ['PS%:D']]}, {'nOf': [7, ['HY%:D']]}, {'nOf': [7, ['SC%:D']]}]}"
PS4883AHM,Topics in PT: Orientalism and Femininity,2,5,
PS4884,Topics in Public Administration,1,4,"{'nOf': [7, ['PS%:D']]}"
PS4884HM,Topics in Public Administration,1,5,"{'nOf': [7, ['PS%:D']]}"
PS5111,Research Design in Political Science,1,4,
PS5111R,Research Design in Political Science,1,5,
PS5312,Seminar in Comparative Politics,1,4,
PS5312R,Seminar in Comparative Politics,1,5,
PS5314,Seminar in International Relations,1,4,
PS5314R,Seminar in Int'l Relations,1,5,
PS5316,Seminar in Public Administration,2,4,
PS5316R,Seminar in Public Administration,2,5,
PS5506,Globalization and Public Governance,2,4,
PS5506R,Globalization and Public Governance,2,5,
PS5602,Introduction to Quantitative Methods,2,4,
PS5602R,Introduction to Quantitative Methods,2,5,
PS6603,Topics in Research Methods,4,4,
PS6660,Independent Study,"1,2",4,
QF1100,Introduction to Quantitative Finance,"1,2",4,"{'or': ['MA1301:D', 'MA1301X:D']}"
QF2103,Computing for Quantitative Finance,2,4,"{'and': ['QF2104:D', {'or': ['CS1010%:D', 'CS1101%:D']}]}"
QF2104,Fundamentals of Quantitative Finance,"1,2",4,"{'and': ['QF1100:D', {'or': ['MA2301:D', {'and': [{'or': ['MA2001:D', 'MA1508E:D', 'MA1513:D', 'MA1522:D']}, {'or': ['EC2303:D', 'MA2116:D', 'MA2216:D', 'ST2131:D', 'ST2334:D']}]}]}]}"
QF2310,FOS Undergraduate Professional Internship Programme 1ST,"3,4",4,
QF2312,FOS Undergraduate Professional Internship Programme 2S1,1,12,
QF2313,FOS Undergraduate Professional Internship Programme 2S2,2,12,
QF3101,Investment Instruments and Risk Management,2,4,"{'and': [{'or': ['MA2104:D', 'MA1505:D', 'MA1507:D', 'MA1511:D', 'MA1521:D', 'MA2311:D', 'MA2301:D']}, {'or': ['MA3269:D', 'QF2104:D']}, {'or': ['cs1010%:D', 'CS1101S:D', 'IT1002:D', 'IT1006:D']}]}"
QF3103,Advanced Mathematics in Quantitative Finance,2,4,QF2104:D
QF3310,FOS Undergraduate Professional Internship Programme 2ST,"3,4",4,
QF3311,Undergraduate Professional Internship Programme,"3,4",4,QF3310:D
QF3312,FOS Undergraduate Professional Internship Programme 3S1,"1,2",12,
QF3313,FOS Undergraduate Professional Internship Programme 3S2,"1,2",12,
QF4102,Financial Modelling and Computation,1,4,QF3101:D
QF4103,Mathematical Models of Financial Derivatives,1,4,"{'and': [{'or': ['MA1104:D', 'MA1505:D', 'MA1506:D', 'MA1507:D', 'MA1521:D', 'MA2104:D', 'MA2311:D']}, {'or': ['MA3269:D', 'QF2104:D']}]}"
QF4199,Honours Project in Quantitative Finance,"1,2",12,
QF4310,FOS Undergraduate Professional Internship Programme 3ST,"3,4",4,
QF5201,Interest Rate Theory and Credit Risk,3,4,
QF5202,Structured Products,2,4,
QF5202A,Structured Products,"2,3",4,
QF5203,Risk Management,2,4,
QF5203A,Risk Management,2,4,
QF5204,Numerical Methods in Quantitative Finance,2,4,
QF5205,Topics in Quantitative Finance I,1,4,
QF5206,Topics in Quantitative Finance II,1,4,
QF5206A,Topics in Quantitative Finance II,1,4,
QF5207,Investment and Portfolio Selection,4,4,
QF5208,AI and FinTech,2,4,
QF5209,Financial Derivatives: Modelling and Computation,1,4,
QF5209A,Financial Derivatives: Modelling and Computation,2,4,
QF5210,Financial Time Series: Theory and Computation,1,4,
QF5211,Monte Carlo Methods in Quantitative Finance,2,4,
QF5212,Introduction to Quantitative Finance,1,4,
QF5212A,Introduction to Quantitative Finance,1,4,
QF5213,Financial Management,1,4,
QF5214,Data Engineering for Quantitative Finance,2,4,
QF5311,Advanced Methods in Risk Management,4,4,
QF5314,Basic Mathematics in Finance,1,4,
QF5315,Selected Topics in FinTech,2,4,
QF5401,Graduate Internship in Quantitative Finance I,"1,2,3,4",4,
QT5101,Quantum measurements and statistics,1,4,
QT5198,Graduate Seminar in Quantum Information,2,4,
QT5201M,Quantum State Estimation,1,4,
QT5201S,Quantum Electronics,1,4,
RE1701,Urban Land Use and Development,2,4,
RE1702,Real Estate Data Analytics,"1,2",4,
RE1703,Principles of Law for Real Estate,1,4,
RE1704,Principles of Real Estate Economics,"1,2",4,
RE1705,Real Estate Finance and Accounting,"1,2",4,
RE1901,Real Estate Wealth Management,2,4,
RE2701,Urban Planning,1,4,RE1701:D
RE2702,Land Law,"1,2",4,"{'or': ['RE1703:D', 'BSP1702%:D']}"
RE2704,Introduction to Real Estate Valuation,2,4,
RE2705,Urban Economics,"1,2",4,
RE2706,Real Estate and Infrastructure Finance,2,4,
RE2707,Asset and Property Management,"1,2",4,RE1706:D
RE2708,Computational Thinking and Programming for Real Estate,1,4,
RE2801,Research Methodology in Real Estate,2,4,RE1702:D
RE3000,Work Experience Internship,"3,4",4,
RE3701,Real Estate Investment Analysis,"1,2",4,
RE3702,Property Tax and Statutory Valuation,1,4,RE2704:D
RE3703,Advanced Real Estate Economics,"1,2",4,RE2705:D
RE3704,Real Estate Marketing,"1,2",4,
RE3802,Real Estate Finance Law,2,4,"{'or': ['RE1703:D', 'BSP1702%:D']}"
RE3803,Strategic Asset Management,1,4,RE2707:D
RE3804,Real Estate Development Law,2,4,RE2702:D
RE3805,Corporate Investment in Real Estate,2,4,RE3701:D
RE3806,Advanced Real Estate Valuation,2,4,RE3702:D
RE3807,Corporate Finance for Real Estate,1,4,RE3701:D
RE3901,Advanced Urban Planning,1,4,RE2701:D
RE4701,Real Estate Development,1,4,"{'nOf': [2, ['RE3703:D', 'RE3704:D']]}"
RE4702,Professional Practice and Ethics,1,4,RE1703:D
RE4711,FYP Dissertation,"1,2",8,
RE4712,FYP Academic Exercise,"1,2",4,
RE4801,Real Estate Internship Programme,"3,4",4,
RE4803,REIT and Business Trust Management,1,4,RE3701:D
RE4804,Real Estate Securitisation,1,4,RE3701:D
RE4805,International Real Estate Development and Investment,1,4,RE4701:D
RE4806,Real Estate Finance Seminar,2,4,RE3701:D
RE4807,Real Estate Risk Analysis and Management,2,4,RE3701:D
RE4808,Urban Challenges and Policies,2,4,"{'nOf': [2, ['RE2701:D', 'RE3703:D']]}"
RE5000,Dissertation,"1,2",8,
RE5001,Real Estate Development,1,4,
RE5003,Real Estate Investment,2,4,
RE5004,Real Estate Economics,1,4,
RE5005,Real Estate Finance,2,4,
RE5006,Portfolio and Asset Management,2,4,
RE5009,Real Estate Appraisal,1,4,
RE5011,Asian Real Estate Markets and Field Study,2,8,
RE5013,Urban Policy & Real Estate Market,1,4,
RE5014,Real Estate Investment Trusts & Property Funds,1,4,
RE5016,Real Estate Securitisation,2,4,
RE5017,Real Estate Case Study,"1,2",4,
RE5020,Sustainable Real Estate Development & Investment,2,4,
RE5770,Graduate Seminar,2,4,
RE6004,Research Methodology in Real Estate,1,4,
RE6005,Real Estate Economics Research Seminar,2,4,
RE6007,Research Topics in Real Estate,2,4,
RE6770,Phd Seminar,2,4,
RVC1000,How in the world do we get along?,"1,2",4,
RVC1001,The Rocky Road to SDGs,1,4,
RVC2000,Culture and Sustainability in Southeast Asia,"2,4",4,
RVN2000,Engaging Communities in Sustainability,"1,2",4,
RVN2001,The Great Extinction: rewilding and conservation,"1,2",4,
RVN2002,Wild Asia: Conservation Matters,"1,3",4,
RVSS1000,Exploring Sense of Place,"1,2",4,
RVSS1001,"Imagining Wakanda: Cities for work, life, and play",1,4,
RVSS1002,Feeding the belly of a nation,"1,2",4,
RVX1000,Citizen Speak: Persuasion and Polarization in Society,"1,2",4,
RVX1001,Science Fiction and Society,"1,2",4,
RVX1002,What do you mean? Meaning & Communication in Intercultural contexts,1,4,
RVX1003,Print to Screen: Analysing Film Adaptation,2,4,
RVX1004,"Cultural Expressions of Science, Technology and Warfare",1,4,
RVX1005,"Intersectionality, Identity and Inequality in Asia",2,4,
SA4101,Software Analysis and Design,"1,2",6,
SA4101C,Software Analysis and Design,1,6,
SA4102,Enterprise Solutions Design and Development,"1,2",8,
SA4102C,Enterprise Solutions Design and Development,1,8,
SA4104,Digital Product Management,1,4,
SA4105,Web Application Development,"1,2",6,
SA4106,AD Project,"1,2",6,
SA4107,Industrial Attachment Project,"1,2",12,
SA4108,Mobile Application Development,"1,2",6,
SA4110,Machine Learning Application Development,"1,2",6,
SA4110C,Machine Learning Application Development,2,6,
SC1101E,Making Sense of Society,"1,2",4,
SC2101,Methods of  Social Research,2,4,
SC2202,Sociology of Work,2,4,
SC2204,Social Inequalities : Who Gets Ahead?,1,4,
SC2205,Sociology of Family,1,4,
SC2208,Baby or No Baby: Population Dynamics at a Crossroads,2,4,
SC2209,"Money, Business and Social Networks",1,4,
SC2211,Medical Sociology,2,4,
SC2212,Sociology of Deviance,"2,4",4,
SC2216,Emotions and Social Life,4,4,
SC2217,Travel Matters,2,4,
SC2220,Gender Studies,1,4,
SC2222,Sports and Society,1,4,
SC2227,Sociology of Religion,1,4,
SC3101,Social Thought & Social Theory,"1,2",4,
SC3203,Race and Ethnic Relations,1,4,
SC3205,Sociology of Power:Who Gets to Rule?,2,4,
SC3206,Urban Sociology,1,4,
SC3208,Religion in Society & Culture,2,4,
SC3209,Data Analysis in Social Research,1,4,SC2101:D
SC3211,"Science, Technology & Society",1,4,
SC3213,Visual Ethnography: Theory and Practice,2,4,
SC3216,Self and Society,1,4,
SC3219,Sexuality in Comparative Perspective,1,4,
SC3221,Qualitative Inquiry,2,4,
SC3222,Social Transformations in Modern China,2,4,
SC3225,Social Capital,2,4,
SC3226,Markets and Society,1,4,
SC3227,Modernity and Social Change,2,4,
SC3228,Senses and Society,"1,2",4,
SC3230,Civil Society and Civic Engagement,2,4,
SC3550,Sociology Internship,"3,4",4,
SC3551,FASS Undergraduate Research Opportunity (UROP),"1,2",4,"{'nOf': [6, ['SC%:D']]}"
SC4101,Practising Anthropology and Sociology,1,4,"{'nOf': [7, ['SC%:D']]}"
SC4101HM,Practising Anthropology and Sociology,1,5,"{'nOf': [7, ['SC%:D']]}"
SC4201,Contemporary Social Theory,2,4,"{'nOf': [7, ['SC%:D']]}"
SC4201HM,Contemporary Social Theory,2,5,"{'or': [{'nOf': [7, ['SC%:D']]}, {'nOf': [7, ['PS%:D']]}, {'nOf': [7, ['GL%:D']]}]}"
SC4202,Reading Ethnographies,1,4,"{'or': [{'nOf': [7, ['SC%:D']]}, {'nOf': [7, ['MS%:D']]}]}"
SC4202HM,Reading Ethnographies,1,5,"{'or': [{'nOf': [7, ['SC%:D']]}, {'nOf': [7, ['MS%:D']]}]}"
SC4203,Sociology of Organizations,1,4,"{'or': [{'nOf': [7, ['SC%:D']]}, {'nOf': [7, ['PS%:D']]}]}"
SC4203HM,Sociology of Organizations,1,5,"{'or': [{'nOf': [7, ['SC%:D']]}, {'nOf': [7, ['PS%:D']]}]}"
SC4204,Social Policy & Social Planning,1,4,"{'nOf': [7, ['SC%:D']]}"
SC4204HM,Social Policy & Social Planning,1,5,"{'or': [{'nOf': [7, ['SC%:D']]}, {'nOf': [7, ['GL%:D']]}]}"
SC4205,Sociology of Language & Communication,2,4,"{'nOf': [7, ['SC%:D']]}"
SC4205HM,Sociology of Language & Communication,2,5,"{'or': [{'nOf': [7, ['SC%:D']]}, {'nOf': [7, ['GL%:D']]}]}"
SC4210,Sociology of Migration,2,4,"{'nOf': [7, ['SC%:D']]}"
SC4210HM,Sociology of Migration,2,5,"{'or': [{'nOf': [7, ['SC%:D']]}, {'nOf': [7, ['GL%:D']]}]}"
SC4211,Tourism and Culture: A Global Perspective,1,4,"{'nOf': [7, ['SC%:D']]}"
SC4211HM,Tourism and Culture: A Global Perspective,1,5,"{'nOf': [7, ['SC%:D']]}"
SC4212,Social Memory,2,4,"{'nOf': [7, ['SC%:D']]}"
SC4212HM,Social Memory,2,5,"{'or': [{'nOf': [7, ['SC%:D']]}, {'nOf': [7, ['GL%:D']]}]}"
SC4218,"Religions, Secularity, Post-Secularity",1,4,"{'or': [{'nOf': [7, ['SC%:D']]}, {'nOf': [7, ['PS%:D']]}]}"
SC4218HM,"Religions, Secularity, Post-Secularity",1,5,"{'or': [{'nOf': [7, ['SC%:D']]}, {'nOf': [7, ['PS%:D']]}, {'nOf': [7, ['GL%:D']]}]}"
SC4219,Social Origins and Consequences of Financial Crises,1,4,"{'nOf': [7, ['SC%:D']]}"
SC4219HM,Social Origins and Consequences of Financial Crises,1,5,"{'or': [{'nOf': [7, ['SC%:D']]}, {'nOf': [7, ['GL%:D']]}]}"
SC4220,Aging and Health,1,4,"{'nOf': [7, ['SC%:D']]}"
SC4220HM,Aging and Health,1,5,"{'or': [{'nOf': [7, ['SC%:D']]}, {'nOf': [7, ['GL%:D']]}]}"
SC4221,Comparative Analysis of Human Rights,2,4,"{'nOf': [7, ['SC%:D']]}"
SC4221HM,Comparative Analysis of Human Rights,2,5,"{'or': [{'nOf': [7, ['SC%:D']]}, {'nOf': [7, ['GL%:D']]}]}"
SC4222,Body and Society,1,4,"{'nOf': [7, ['SC%:D']]}"
SC4222HM,Body and Society,1,5,"{'nOf': [7, ['SC%:D']]}"
SC4223,Health and Social Behaviour,2,4,"{'nOf': [7, ['SC%:D']]}"
SC4223HM,Health and Social Behaviour,2,5,"{'or': [{'nOf': [7, ['SC%:D']]}, {'nOf': [7, ['GL%:D']]}]}"
SC4228,Making Sense of Violence,1,4,"{'nOf': [7, ['SC%:D']]}"
SC4228HM,Making Sense of Violence,1,5,"{'or': [{'nOf': [7, ['SC%:D']]}, {'nOf': [7, ['GL%:D']]}]}"
SC4401,Honours Thesis,"1,2",8,"{'nOf': [10, ['SC%:D']]}"
SC4401HM,Honours Thesis,"1,2",15,"{'nOf': [11, ['SC%:D']]}"
SC4660,Independent Study,"1,2",4,"{'nOf': [10, ['SC%:D']]}"
SC4660HM,Independent Study,2,5,"{'nOf': [11, ['SC%:D']]}"
SC4880C,Cultural heritage: The Politics of Protecting the Past,2,4,"{'nOf': [7, ['SC%:D']]}"
SC4880CHM,Cultural heritage: The Politics of Protecting the Past,2,5,"{'or': [{'nOf': [7, ['SC%:D']]}, {'nOf': [7, ['GL%:D']]}]}"
SC4880D,"Policing and Security: Past, Present and Future",2,4,"{'nOf': [7, ['SC%:D']]}"
SC4880DHM,"Policing and Security: Past, Present and Future",2,5,"{'or': [{'nOf': [7, ['SC%:D']]}, {'nOf': [7, ['GL%:D']]}]}"
SC4881,Selected Topics in Health & Society,2,4,"{'nOf': [7, ['SC%:D']]}"
SC4881HM,Selected Topics in Health & Society,2,5,"{'or': [{'nOf': [7, ['SC%:D']]}, {'nOf': [7, ['GL%:D']]}]}"
